"メニュー名","プロジェクト集計表"
"集計期間","自 2025年  6月 1日  至 2025年  6月30日"
"法人名","株式会社ツクリエ"
"税処理","税抜"
"集計方法","発生"
"単位","円"

"科目名","合計","本部","J001　StartupSide Kyoto","J002　StartupSide Osaka","J003 StartupSide Tokyo（東京自主インキュ）","J004　支援人材教育","J007　グローバル事業","J008　商品開発事業","J009　お通り男史プロジェクト","J010 SEEDex","J017　おやじキャンプ飯ビジネスプロデュース事業","J023　イノベリア","J028　StartupSide Nagoya","J029 StartupSide Moriya（守谷自主インキュ）","J030 投資_ストーリア","J031　スタートアップバイパス","J037　クリプトアニメラボLLP","J039　ミライクルラボ","J040 EV System","J041　ヨムリエ","J042　起業支援ラボ","J043 Evocare","J044 人材事業","J045 ツクリエビジネスプランコンテスト","J049 ISMS取得","J050　起業相談AI開発","J051 StartupSide Magazine","J052 起業支援者教育事業","J053 アニハッチ","J054 StartupSide Tokyo 7F移転プロジェクト","J055 プロデュース委員会","J056 情報システム委員会","J057 周年イベント委員会","J058 アントレジム","J059 StartupSide委員会","J060 社長室","J061 イベント戦略室","J062 ツクリエインド","J063 スタートアップビザ","P24015 ニューギンデジタルコンテンツ開発","P25001 Startup Hub Tokyo 丸の内","P25002 六郷BASE","P25003 メグリバ(コワーキング)","P25004 メグリバ(カフェ・ショップ)","P25005 イデタチ東京・ツムギバ","P25006 南相馬市産業創造センター","P25007 TCIC","P25008 嘉手納町マルチメディアセンター","P25009 かわさき新産業創造センター","P25010 東京農工大学西東京国際イノベーション共創拠点 オフィス会員及びパートナー会員のサポート業務","P25011 ものムーブ2025","P25012 K-NIC運営業務","P25013「うべ産業共創イノベーションセンター 志」運営業務","P25014 令和7年度川崎起業家オーディション審査員","P25015 千代田区産業コミュニティ形成支援事業　千代田CULTURE × TECH","P25016 新宿区経営サポート事業","P25017 新川崎地区ネットワーク協議会","P25018 IntoGlobal","P25019 産業情報かわさき","P25020 神奈川県_令和7年度次世代起業家創出事業","P25021 江戸川区アントレプレナー交流事業　EDONOWA","P25022 東京都ベンチャー技術大賞","P25023 令和６年度「新事業分野開拓者認定制度(東京都トライアル発注)」","P25024 羽田イノベーションシティイベント企画運営","P25025 JICAジョージアSUエコシステム支援","P25026 JICAセルビアスタートアップ支援","P25028 令和7年度商業者創業支援プログラム事業","P25029 京都市コンテンツ制作支援・ＰＲ支援業務","P25030 プロロジス","P25031 令和7年度_FTC事業化プログラム","P25032 品川区スタートアップ・エコシステム推進事業業務委託","P25033 令和７年度沖縄県立芸術大学キャリア支援事業","P25034 京都府ZET-valleyオフィス 2025","P25035 京都芸術センター・アート×ビジネス推進事業 R7","P25036 あいち補助金2025","P25037 KYO-CCE Labプロジェクト企画・運営業務","P25038 早暁プログラム運営支援","P25039 埼玉県学生向け起業伴走プログラム","P25040 愛知県起業家創出促進事業　Aichi Startup Battle","P25041 嘉手納町プログラミング力育成事業(小学校)","P25042 嘉手納町プログラミング力育成事業(中学生)","P25043 世界に羽ばたくアニメーター等育成支援事業運営業務委託","P25044 横浜市SWITCHプログラム","P25045 チリ・イノベーション運営","P25046 2025年度大阪府テック_シーズ開拓"
"福利厚生費",172155,172155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"採用費",1485001,1485001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"地代家賃",3923950,3923950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"賃借料",26667,26667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"保険料",3506,3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"水道光熱費",154047,154047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"減価償却費",380896,380896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"旅費交通費",410767,410767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"会議費",891,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"交際費",1637,1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"業務委託費",639086,639086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"支払報酬",796059,796059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"消耗品費",583962,583962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"新聞図書費",2900,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"通信費",610994,610994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"支払手数料",2467959,2467959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"租税公課",684820,684820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"研究開発費計",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"販売費及び一般管理費計",30584339,30584339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"営業利益",11339418,-29835094,-368235,-631515,-1976960,-26538,-105657,117218,-75960,-1361034,-58694,-206407,-548968,-741549,-3548,-161,-25334,-160909,-27643,-194535,-78459,-36796,-403145,-49497,-150303,-14274,-108646,-389842,-106692,-134855,-74214,-62234,-45034,-21676,-374663,-1033940,-305900,-30638,-40753,909091,14491534,5567790,1943817,-389522,1245478,145139,4414111,489251,3250067,657371,2287879,729430,1385836,-26591,1306532,1678603,259924,2868623,-3327,306829,758391,2906999,-2971001,-152778,538858,373922,422402,126135,263409,2543620,806561,113493,-2234648,-122932,37281,339057,263660,418303,455184,270170,460630,1249604,-320281,1083042,-114444
"受取利息",32080,32080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"雑収入",18916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"営業外収益",50996,32080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"支払利息",229375,229375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"営業外費用",229375,229375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"経常利益",11161039,-30032389,-368235,-631515,-1976960,-26538,-105657,117218,-75960,-1361034,-58694,-206407,-548968,-741549,-3548,-161,-25334,-160909,-27643,-194535,-78459,-36796,-403145,-49497,-150303,-14274,-108646,-389842,-106692,-134855,-74214,-62234,-45034,-21676,-374663,-1033940,-305900,-30638,-40753,909091,14491534,5567790,1943817,-389522,1245478,145139,4414111,508167,3250067,657371,2287879,729430,1385836,-26591,1306532,1678603,259924,2868623,-3327,306829,758391,2906999,-2971001,-152778,538858,373922,422402,126135,263409,2543620,806561,113493,-2234648,-122932,37281,339057,263660,418303,455184,270170,460630,1249604,-320281,1083042,-114444
"特別利益",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"特別損失",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"税引前当期純利益",11161039,-30032389,-368235,-631515,-1976960,-26538,-105657,117218,-75960,-1361034,-58694,-206407,-548968,-741549,-3548,-161,-25334,-160909,-27643,-194535,-78459,-36796,-403145,-49497,-150303,-14274,-108646,-389842,-106692,-134855,-74214,-62234,-45034,-21676,-374663,-1033940,-305900,-30638,-40753,909091,14491534,5567790,1943817,-389522,1245478,145139,4414111,508167,3250067,657371,2287879,729430,1385836,-26591,1306532,1678603,259924,2868623,-3327,306829,758391,2906999,-2971001,-152778,538858,373922,422402,126135,263409,2543620,806561,113493,-2234648,-122932,37281,339057,263660,418303,455184,270170,460630,1249604,-320281,1083042,-114444
"法人税、住民税及び事業税",-439800,-439800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"法人税等",-439800,-439800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"当期純利益",11600839,-29592589,-368235,-631515,-1976960,-26538,-105657,117218,-75960,-1361034,-58694,-206407,-548968,-741549,-3548,-161,-25334,-160909,-27643,-194535,-78459,-36796,-403145,-49497,-150303,-14274,-108646,-389842,-106692,-134855,-74214,-62234,-45034,-21676,-374663,-1033940,-305900,-30638,-40753,909091,14491534,5567790,1943817,-389522,1245478,145139,4414111,508167,3250067,657371,2287879,729430,1385836,-26591,1306532,1678603,259924,2868623,-3327,306829,758391,2906999,-2971001,-152778,538858,373922,422402,126135,263409,2543620,806561,113493,-2234648,-122932,37281,339057,263660,418303,455184,270170,460630,1249604,-320281,1083042,-114444
"科目名","合計","J001　StartupSide Kyoto","J002　StartupSide Osaka","J003 StartupSide Tokyo（東京自主インキュ）","J004　支援人材教育","J007　グローバル事業","J008　商品開発事業","J009　お通り男史プロジェクト","J010 SEEDex","J017　おやじキャンプ飯ビジネスプロデュース事業","J023　イノベリア","J028　StartupSide Nagoya","J029 StartupSide Moriya（守谷自主インキュ）","J030 投資_ストーリア","J031　スタートアップバイパス","J037　クリプトアニメラボLLP","J039　ミライクルラボ","J040 EV System","J041　ヨムリエ","J042　起業支援ラボ","J043 Evocare","J044 人材事業","J045 ツクリエビジネスプランコンテスト","J049 ISMS取得","J050　起業相談AI開発","J051 StartupSide Magazine","J052 起業支援者教育事業","J053 アニハッチ","J054 StartupSide Tokyo 7F移転プロジェクト","J055 プロデュース委員会","J056 情報システム委員会","J057 周年イベント委員会","J058 アントレジム","J059 StartupSide委員会","J060 社長室","J061 イベント戦略室","J062 ツクリエインド","J063 スタートアップビザ","P25001 Startup Hub Tokyo 丸の内","P25002 六郷BASE","P25003 メグリバ(コワーキング)","P25004 メグリバ(カフェ・ショップ)","P25005 イデタチ東京・ツムギバ","P25006 南相馬市産業創造センター","P25007 TCIC","P25008 嘉手納町マルチメディアセンター","P25009 かわさき新産業創造センター","P25010 東京農工大学西東京国際イノベーション共創拠点 オフィス会員及びパートナー会員のサポート業務","P25011 ものムーブ2025","P25012 K-NIC運営業務","P25013「うべ産業共創イノベーションセンター 志」運営業務","P25014 令和7年度川崎起業家オーディション審査員","P25015 千代田区産業コミュニティ形成支援事業　千代田CULTURE × TECH","P25016 新宿区経営サポート事業","P25017 新川崎地区ネットワーク協議会","P25018 IntoGlobal","P25019 産業情報かわさき","P25020 神奈川県_令和7年度次世代起業家創出事業","P25021 江戸川区アントレプレナー交流事業　EDONOWA","P25022 東京都ベンチャー技術大賞","P25023 令和６年度「新事業分野開拓者認定制度(東京都トライアル発注)」","P25024 羽田イノベーションシティイベント企画運営","P25025 JICAジョージアSUエコシステム支援","P25026 JICAセルビアスタートアップ支援","P25028 令和7年度商業者創業支援プログラム事業","P25029 京都市コンテンツ制作支援・ＰＲ支援業務","P25030 プロロジス","P25031 令和7年度_FTC事業化プログラム","P25032 品川区スタートアップ・エコシステム推進事業業務委託","P25033 令和７年度沖縄県立芸術大学キャリア支援事業","P25034 京都府ZET-valleyオフィス 2025","P25035 京都芸術センター・アート×ビジネス推進事業 R7","P25036 あいち補助金2025","P25037 KYO-CCE Labプロジェクト企画・運営業務","P25038 早暁プログラム運営支援","P25039 埼玉県学生向け起業伴走プログラム","P25040 愛知県起業家創出促進事業　Aichi Startup Battle","P25041 嘉手納町プログラミング力育成事業(小学校)","P25042 嘉手納町プログラミング力育成事業(中学生)","P25043 世界に羽ばたくアニメーター等育成支援事業運営業務委託","P25044 横浜市SWITCHプログラム","P25045 チリ・イノベーション運営","P25046 2025年度大阪府テック_シーズ開拓"
"材料費",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[製]給料手当",30386882,84843,246166,275903,23384,92089,30391,10171,194303,50122,8780,178152,344874,3112,0,19068,133427,24168,156107,56557,32209,597651,42701,130247,0,14514,155009,6691,117111,64961,53827,39286,19041,28680,448738,206251,26054,34822,4410404,2851473,1249107,229761,722937,139107,2294734,257727,1001013,607638,804025,2284393,750192,23363,213294,769989,4113,310439,2683,587542,235032,573409,563797,0,212392,22800,90045,87708,299656,436310,390449,210867,889965,69245,677129,601001,62535,519803,248037,111976,15616,123412,229726,186226,66402
"[製]雑給",3558293,110623,148244,273584,0,0,0,0,0,0,0,0,128756,0,0,0,0,0,0,4932,0,0,0,0,0,570,0,0,0,0,0,0,0,1140,0,0,0,0,666758,653786,231543,557725,71756,0,135352,293061,107640,0,0,435,0,0,971,7220,0,0,0,25360,0,22344,0,0,0,0,0,0,0,8820,0,0,9423,8250,0,0,0,0,0,90000,0,0,0,0,0
